idfangraphs,mlbid,Name,Year,Team,age,wOBA,AVG,OBP,SLG,PA,AB,R,H,S,D,T,HR,RBI,SB,CS,BB,SO
sa3011225,677951,Bobby Witt Jr.,2022,KCR,22,0.342,0.262,0.334,0.44,437,386,56,101,64,20,2,15,53,6,2,40,93
14221,624585,Jorge Soler,2022,FA,30,0.341,0.236,0.324,0.457,544,475,66,112,60,25,1,26,73,2,1,57,140
13152,593871,Jorge Polanco,2022,MIN,29,0.34,0.269,0.326,0.453,642,581,86,156,99,32,3,23,78,9,4,48,115
12916,596019,Francisco Lindor,2022,NYM,29,0.34,0.257,0.327,0.444,617,541,81,139,86,28,2,23,69,13,4,57,108
12164,593934,Miguel Sano,2022,MIN,29,0.34,0.229,0.313,0.476,578,510,80,117,56,28,1,32,80,2,1,60,196
19252,624415,Cavan Biggio,2022,TOR,27,0.34,0.242,0.348,0.41,526,446,70,108,66,25,1,16,56,10,1,71,128
17128,657656,Ramon Laureano,2022,FA,28,0.34,0.249,0.332,0.44,443,389,57,97,58,22,2,16,52,9,3,37,109
sa3014504,679529,Spencer Torkelson,2022,DET,23,0.34,0.259,0.333,0.435,420,370,53,96,61,19,2,14,51,5,2,39,90
14274,571745,Mitch Haniger,2022,SEA,32,0.339,0.246,0.316,0.463,626,557,94,137,80,24,2,31,83,4,1,53,153
12552,553993,Eugenio Suarez,2022,CIN,31,0.339,0.225,0.314,0.467,617,537,77,121,62,23,1,35,88,3,1,65,171
19198,493329,Yuli Gurriel,2022,HOU,38,0.339,0.274,0.33,0.438,616,552,78,151,99,32,1,19,78,3,2,47,84
20126,666185,Dylan Carlson,2022,STL,24,0.339,0.259,0.332,0.433,606,533,75,138,85,31,4,18,71,4,2,55,145
15679,642133,Rowdy Tellez,2022,MIL,27,0.339,0.253,0.317,0.46,542,483,67,122,73,24,2,24,71,2,2,43,115
5452,596847,Ji-Man Choi,2022,TBR,31,0.339,0.241,0.339,0.42,531,452,61,109,63,28,1,17,67,2,1,67,129
19913,#N/A,Jesús Sánchez,2022,MIA,29,0.339,0.252,0.32,0.456,500,445,57,112,68,19,3,22,65,3,2,42,132
19901,#N/A,Gavin Sheets,2022,CHW,29,0.339,0.249,0.321,0.458,464,413,58,103,61,21,1,21,69,3,1,41,103
18314,621020,Dansby Swanson,2022,ATL,28,0.338,0.258,0.325,0.444,667,593,93,153,93,34,2,24,85,10,3,57,163
10323,542364,Rafael Ortega,2022,CHC,31,0.338,0.266,0.334,0.433,554,496,68,132,88,23,3,18,59,15,6,49,120
18289,605119,Brian Anderson,2022,MIA,29,0.338,0.252,0.335,0.428,523,460,58,116,73,22,1,19,68,5,1,48,128
19599,676801,Chas McCormick,2022,HOU,27,0.338,0.257,0.324,0.445,500,443,69,114,73,21,1,20,71,6,3,42,137
19600,#N/A,Bryan De La Cruz,2022,MIA,29,0.338,0.274,0.34,0.422,474,424,48,116,81,18,3,13,49,4,2,41,109
19610,660688,Keibert Ruiz,2022,WSN,24,0.338,0.265,0.33,0.439,454,408,54,108,72,18,1,17,59,4,1,36,85
12775,543543,Brad Miller,2022,FA,33,0.338,0.235,0.328,0.441,430,374,56,88,50,16,2,19,56,4,0,49,114
8623,456781,Donovan Solano,2022,FA,35,0.338,0.286,0.339,0.422,422,384,46,110,77,23,1,9,47,2,1,28,84
19363,669720,Austin Hays,2022,BAL,27,0.337,0.265,0.323,0.447,586,532,81,141,91,25,3,22,69,7,5,39,117
21618,664761,Alec Bohm,2022,PHI,26,0.337,0.278,0.342,0.412,555,497,68,138,99,26,1,13,67,5,1,47,127
18126,664774,LaMonte Wade Jr,2022,SFG,28,0.337,0.248,0.326,0.438,546,479,69,119,70,25,3,20,66,8,3,51,119
15941,543592,Austin Nola,2022,SDP,33,0.337,0.261,0.334,0.424,482,425,56,111,72,23,2,14,64,2,1,42,91
5254,543257,Robbie Grossman,2022,DET,33,0.336,0.239,0.338,0.411,654,557,80,133,82,28,4,20,66,17,4,80,140
16505,656305,Matt Chapman,2022,OAK,29,0.336,0.231,0.317,0.454,619,542,82,125,67,26,4,29,79,3,1,65,173
5760,541645,Avisail Garcia,2022,MIA,31,0.336,0.258,0.327,0.432,608,539,71,139,90,26,1,22,77,8,5,48,141
11342,542583,Jesus Aguilar,2022,MIA,32,0.336,0.255,0.327,0.43,599,526,68,134,85,26,0,22,91,2,1,58,119
12144,596146,Max Kepler,2022,MIN,29,0.336,0.233,0.32,0.447,584,510,79,119,64,27,2,26,71,8,2,61,111
18795,#N/A,Ramón Urías,2022,BAL,29,0.336,0.264,0.342,0.414,503,447,59,118,81,23,1,14,62,4,3,46,120
5933,516416,Jean Segura,2022,PHI,32,0.335,0.272,0.333,0.423,640,577,81,157,108,28,4,17,67,9,3,48,106
18030,664056,Harrison Bader,2022,STL,28,0.335,0.246,0.325,0.431,526,459,68,113,67,25,3,18,58,11,4,47,129
3086,519048,Mitch Moreland,2022,FA,37,0.335,0.241,0.311,0.46,363,324,46,78,43,18,1,17,52,2,0,32,82
15112,641857,Ryan Mcmahon,2022,COL,28,0.334,0.246,0.323,0.437,610,540,78,133,80,27,2,24,85,5,2,59,163
14551,623993,Anthony Santander,2022,BAL,28,0.334,0.253,0.304,0.471,583,533,73,135,74,33,1,27,81,3,2,36,120
19892,656976,Pavin Smith,2022,ARI,26,0.334,0.268,0.335,0.417,561,503,72,135,91,25,4,14,56,4,1,48,110
12371,600303,Tommy La Stella,2022,SFG,33,0.334,0.26,0.33,0.426,560,500,71,130,85,26,3,17,64,3,0,50,68
13602,621550,Patrick Wisdom,2022,CHC,31,0.334,0.233,0.305,0.468,531,476,70,111,60,20,1,30,74,6,2,45,179
11200,594777,Kole Calhoun,2022,TEX,35,0.334,0.229,0.317,0.446,502,437,66,100,55,21,1,24,64,3,1,52,118
12532,543939,Kolten Wong,2022,MIL,32,0.333,0.267,0.337,0.404,620,547,77,146,101,28,4,13,61,16,5,50,106
17901,643217,Andrew Benintendi,2022,KCR,28,0.333,0.26,0.329,0.421,586,520,68,135,86,30,3,16,68,9,7,53,123
13419,572233,Christian Walker,2022,ARI,31,0.333,0.253,0.326,0.43,586,521,77,132,81,31,2,19,70,4,1,53,135
16622,649966,Luis Urias,2022,MIL,25,0.333,0.25,0.338,0.408,577,503,72,126,83,24,2,17,69,6,3,59,123
13620,608348,Carson Kelly,2022,ARI,28,0.333,0.242,0.324,0.429,534,466,60,113,70,22,1,21,69,2,0,54,114
7739,518595,Travis d'Arnaud,2022,ATL,33,0.333,0.258,0.324,0.432,509,458,56,118,75,23,0,19,74,3,1,42,121
14894,643393,Tony Kemp,2022,OAK,31,0.332,0.251,0.342,0.388,585,498,74,125,86,24,4,12,53,11,4,65,94
19352,669221,Sean Murphy,2022,OAK,28,0.332,0.231,0.326,0.425,540,468,67,108,61,25,0,22,65,2,1,59,132
21614,#N/A,Kyle Isbel,2022,KCR,29,0.332,0.257,0.327,0.426,431,385,61,99,62,21,4,12,47,7,1,38,101
14130,596129,Daniel Vogelbach,2022,FA,30,0.332,0.222,0.334,0.408,362,306,44,68,41,12,0,15,42,1,0,51,86
10950,594807,Adam Duvall,2022,ATL,34,0.331,0.234,0.293,0.482,601,548,78,128,68,21,2,37,98,4,0,42,167
10231,578428,Jose Iglesias,2022,FA,32,0.331,0.285,0.325,0.428,492,460,58,131,90,29,2,11,56,4,2,23,76
5297,543305,Aaron Hicks,2022,NYY,33,0.331,0.227,0.335,0.402,477,405,61,92,54,19,2,16,53,5,2,64,106
11899,592626,Joc Pederson,2022,FA,30,0.331,0.234,0.314,0.442,474,419,63,98,57,17,2,22,60,3,2,41,110
21711,#N/A,Oneil Cruz,2022,PIT,29,0.331,0.253,0.323,0.428,431,383,54,97,62,18,2,15,54,5,2,37,99
19522,#N/A,TJ Friedl,2022,CIN,29,0.331,0.254,0.325,0.422,419,370,58,94,62,18,1,14,46,5,1,38,84
sa876320,#N/A,Jeremy Peña,2022,HOU,29,0.331,0.251,0.322,0.427,410,363,50,91,57,18,2,14,48,5,2,36,91
11265,570731,Jonathan Schoop,2022,DET,31,0.33,0.266,0.316,0.438,627,575,81,153,102,26,2,23,77,3,1,36,135
9847,457705,Andrew McCutchen,2022,FA,36,0.33,0.234,0.324,0.423,546,475,72,111,66,22,1,22,70,6,1,63,121
